"topic_id","raw_file","clean_fle","title","url"
"1","articles/t1/raw_527.txt","articles/t1/clean_527.txt","Law 3037/2002","https://en.wikipedia.org/wiki/Law_3037/2002"
"1","articles/t1/raw_568.txt","articles/t1/clean_568.txt","Video game culture","https://en.wikipedia.org/wiki/Video_game_culture"
"1","articles/t1/raw_570.txt","articles/t1/clean_570.txt","Violence","https://en.wikipedia.org/wiki/Violence"
"1","articles/t1/raw_505.txt","articles/t1/clean_505.txt","Video game","https://en.wikipedia.org/wiki/Video_game"
"1","articles/t1/raw_561.txt","articles/t1/clean_561.txt","Shooter game","https://en.wikipedia.org/wiki/Shooter_game"
"1","articles/t1/raw_572.txt","articles/t1/clean_572.txt","Doom (video game)","https://en.wikipedia.org/wiki/Doom_(video_game)"
"21","articles/t21/raw_497.txt","articles/t21/clean_497.txt","The Family Planning Association of Hong Kong","https://en.wikipedia.org/wiki/The_Family_Planning_Association_of_Hong_Kong"
"21","articles/t21/raw_502.txt","articles/t21/clean_502.txt","Demographic momentum","https://en.wikipedia.org/wiki/Demographic_momentum"
"21","articles/t21/raw_571.txt","articles/t21/clean_571.txt","Urbanization in the People's Republic of China","https://en.wikipedia.org/wiki/Urbanization_in_the_People's_Republic_of_China"
"21","articles/t21/raw_533.txt","articles/t21/clean_533.txt","Sex selection","https://en.wikipedia.org/wiki/Sex_selection"
"21","articles/t21/raw_519.txt","articles/t21/clean_519.txt","Women in the People's Republic of China","https://en.wikipedia.org/wiki/Women_in_the_People's_Republic_of_China"
"21","articles/t21/raw_498.txt","articles/t21/clean_498.txt","Voluntary Human Extinction Movement","https://en.wikipedia.org/wiki/Voluntary_Human_Extinction_Movement"
"21","articles/t21/raw_485.txt","articles/t21/clean_485.txt","Only child","https://en.wikipedia.org/wiki/Only_child"
"21","articles/t21/raw_514.txt","articles/t21/clean_514.txt","Two-child policy","https://en.wikipedia.org/wiki/Two-child_policy"
"21","articles/t21/raw_518.txt","articles/t21/clean_518.txt","Human rights in the People's Republic of China","https://en.wikipedia.org/wiki/Human_rights_in_the_People's_Republic_of_China"
"21","articles/t21/raw_496.txt","articles/t21/clean_496.txt","Missing women of Asia","https://en.wikipedia.org/wiki/Missing_women_of_Asia"
"21","articles/t21/raw_495.txt","articles/t21/clean_495.txt","Family planning","https://en.wikipedia.org/wiki/Family_planning"
"21","articles/t21/raw_461.txt","articles/t21/clean_461.txt","Demographics of China","https://en.wikipedia.org/wiki/Demographics_of_China"
"21","articles/t21/raw_501.txt","articles/t21/clean_501.txt","Heihaizi","https://en.wikipedia.org/wiki/Heihaizi"
"21","articles/t21/raw_499.txt","articles/t21/clean_499.txt","Iron Fist Campaign","https://en.wikipedia.org/wiki/Iron_Fist_Campaign"
"21","articles/t21/raw_486.txt","articles/t21/clean_486.txt","Demographic trap","https://en.wikipedia.org/wiki/Demographic_trap"
"21","articles/t21/raw_500.txt","articles/t21/clean_500.txt","Mao Hengfeng","https://en.wikipedia.org/wiki/Mao_Hengfeng"
"21","articles/t21/raw_530.txt","articles/t21/clean_530.txt","Chinese kinship","https://en.wikipedia.org/wiki/Chinese_kinship"
"21","articles/t21/raw_21.txt","articles/t21/clean_21.txt","One-child policy","https://en.wikipedia.org/wiki/One-child_policy"
"21","articles/t21/raw_1282.txt","articles/t21/clean_1282.txt","Overpopulation","https://en.wikipedia.org/wiki/Overpopulation"
"21","articles/t21/raw_517.txt","articles/t21/clean_517.txt","Little Emperor Syndrome","https://en.wikipedia.org/wiki/Little_Emperor_Syndrome"
"21","articles/t21/raw_529.txt","articles/t21/clean_529.txt","Birth tourism","https://en.wikipedia.org/wiki/Birth_tourism"
"21","articles/t21/raw_532.txt","articles/t21/clean_532.txt","Reproductive rights","https://en.wikipedia.org/wiki/Reproductive_rights"
"21","articles/t21/raw_516.txt","articles/t21/clean_516.txt","Population ageing","https://en.wikipedia.org/wiki/Population_ageing"
"21","articles/t21/raw_531.txt","articles/t21/clean_531.txt","Compulsory sterilization","https://en.wikipedia.org/wiki/Compulsory_sterilization"
"21","articles/t21/raw_484.txt","articles/t21/clean_484.txt","Human population control","https://en.wikipedia.org/wiki/Human_population_control"
"21","articles/t21/raw_1283.txt","articles/t21/clean_1283.txt","Population growth","https://en.wikipedia.org/wiki/Population_growth"
"61","articles/t61/raw_649.txt","articles/t61/clean_649.txt","Substance abuse","https://en.wikipedia.org/wiki/Substance_abuse"
"61","articles/t61/raw_615.txt","articles/t61/clean_615.txt","Cheating at the Paralympic Games","https://en.wikipedia.org/wiki/Cheating_at_the_Paralympic_Games"
"61","articles/t61/raw_621.txt","articles/t61/clean_621.txt","Drug Enforcement Administration","https://en.wikipedia.org/wiki/Drug_Enforcement_Administration"
"61","articles/t61/raw_602.txt","articles/t61/clean_602.txt","Mitchell Report","https://en.wikipedia.org/wiki/Mitchell_Report"
"61","articles/t61/raw_1241.txt","articles/t61/clean_1241.txt","International Olympic Committee","https://en.wikipedia.org/wiki/International_Olympic_Committee"
"61","articles/t61/raw_620.txt","articles/t61/clean_620.txt","Sportsperson","https://en.wikipedia.org/wiki/Sportsperson"
"61","articles/t61/raw_616.txt","articles/t61/clean_616.txt","Anabolic steroid","https://en.wikipedia.org/wiki/Anabolic_steroid"
"61","articles/t61/raw_609.txt","articles/t61/clean_609.txt","Blood doping","https://en.wikipedia.org/wiki/Blood_doping"
"61","articles/t61/raw_603.txt","articles/t61/clean_603.txt","Ergogenic use of anabolic steroids","https://en.wikipedia.org/wiki/Ergogenic_use_of_anabolic_steroids"
"61","articles/t61/raw_617.txt","articles/t61/clean_617.txt","Doping in East Germany","https://en.wikipedia.org/wiki/Doping_in_East_Germany"
"61","articles/t61/raw_644.txt","articles/t61/clean_644.txt","Drug prohibition law","https://en.wikipedia.org/wiki/Drug_prohibition_law"
"61","articles/t61/raw_604.txt","articles/t61/clean_604.txt","Growth hormone in sports","https://en.wikipedia.org/wiki/Growth_hormone_in_sports"
"61","articles/t61/raw_648.txt","articles/t61/clean_648.txt","Recreational drug use","https://en.wikipedia.org/wiki/Recreational_drug_use"
"61","articles/t61/raw_608.txt","articles/t61/clean_608.txt","Repoxygen","https://en.wikipedia.org/wiki/Repoxygen"
"61","articles/t61/raw_641.txt","articles/t61/clean_641.txt","Bodybuilding","https://en.wikipedia.org/wiki/Bodybuilding"
"61","articles/t61/raw_611.txt","articles/t61/clean_611.txt","Ben Johnson (sprinter)","https://en.wikipedia.org/wiki/Ben_Johnson_(sprinter)"
"61","articles/t61/raw_643.txt","articles/t61/clean_643.txt","Doping at the Tour de France","https://en.wikipedia.org/wiki/Doping_at_the_Tour_de_France"
"61","articles/t61/raw_612.txt","articles/t61/clean_612.txt","Pittsburgh drug trials","https://en.wikipedia.org/wiki/Pittsburgh_drug_trials"
"61","articles/t61/raw_614.txt","articles/t61/clean_614.txt","Performance-enhancing drugs","https://en.wikipedia.org/wiki/Performance-enhancing_drugs"
"61","articles/t61/raw_610.txt","articles/t61/clean_610.txt","United States Anti-Doping Agency","https://en.wikipedia.org/wiki/United_States_Anti-Doping_Agency"
"61","articles/t61/raw_61.txt","articles/t61/clean_61.txt","Use of performance-enhancing drugs in sport","https://en.wikipedia.org/wiki/Use_of_performance-enhancing_drugs_in_sport"
"61","articles/t61/raw_618.txt","articles/t61/clean_618.txt","World Anti-Doping Agency","https://en.wikipedia.org/wiki/World_Anti-Doping_Agency"
"61","articles/t61/raw_613.txt","articles/t61/clean_613.txt","Gene doping","https://en.wikipedia.org/wiki/Gene_doping"
"61","articles/t61/raw_619.txt","articles/t61/clean_619.txt","Drug","https://en.wikipedia.org/wiki/Drug"
"61","articles/t61/raw_645.txt","articles/t61/clean_645.txt","Drug test","https://en.wikipedia.org/wiki/Drug_test"
"81","articles/t81/raw_1207.txt","articles/t81/clean_1207.txt","Association for Physical Education","https://en.wikipedia.org/wiki/Association_for_Physical_Education"
"81","articles/t81/raw_1226.txt","articles/t81/clean_1226.txt","Recess (break)","https://en.wikipedia.org/wiki/Recess_(break)"
"81","articles/t81/raw_1231.txt","articles/t81/clean_1231.txt","Sport in the United Kingdom","https://en.wikipedia.org/wiki/Sport_in_the_United_Kingdom"
"81","articles/t81/raw_1216.txt","articles/t81/clean_1216.txt","Gymnastics","https://en.wikipedia.org/wiki/Gymnastics"
"81","articles/t81/raw_1220.txt","articles/t81/clean_1220.txt","John Dewey","https://en.wikipedia.org/wiki/John_Dewey"
"81","articles/t81/raw_1227.txt","articles/t81/clean_1227.txt","Sedentary lifestyle","https://en.wikipedia.org/wiki/Sedentary_lifestyle"
"81","articles/t81/raw_82.txt","articles/t81/clean_82.txt","Physical exercise","https://en.wikipedia.org/wiki/Physical_exercise"
"81","articles/t81/raw_1224.txt","articles/t81/clean_1224.txt","Overweight","https://en.wikipedia.org/wiki/Overweight"
"81","articles/t81/raw_1214.txt","articles/t81/clean_1214.txt","Exercise trends","https://en.wikipedia.org/wiki/Exercise_trends"
"81","articles/t81/raw_1221.txt","articles/t81/clean_1221.txt","National Physical Activity Guidelines","https://en.wikipedia.org/wiki/National_Physical_Activity_Guidelines"
"81","articles/t81/raw_81.txt","articles/t81/clean_81.txt","Physical education","https://en.wikipedia.org/wiki/Physical_education"
"81","articles/t81/raw_1210.txt","articles/t81/clean_1210.txt","Compulsory education","https://en.wikipedia.org/wiki/Compulsory_education"
"81","articles/t81/raw_1232.txt","articles/t81/clean_1232.txt","Summerhill School","https://en.wikipedia.org/wiki/Summerhill_School"
"81","articles/t81/raw_1230.txt","articles/t81/clean_1230.txt","Sport","https://en.wikipedia.org/wiki/Sport"
"81","articles/t81/raw_1281.txt","articles/t81/clean_1281.txt","Lack of Physical Education","https://en.wikipedia.org/wiki/Lack_of_Physical_Education"
"81","articles/t81/raw_1215.txt","articles/t81/clean_1215.txt","Girls on the Run","https://en.wikipedia.org/wiki/Girls_on_the_Run"
"81","articles/t81/raw_1211.txt","articles/t81/clean_1211.txt","Democratic education","https://en.wikipedia.org/wiki/Democratic_education"
"81","articles/t81/raw_1233.txt","articles/t81/clean_1233.txt","Task Force on Childhood Obesity","https://en.wikipedia.org/wiki/Task_Force_on_Childhood_Obesity"
"81","articles/t81/raw_1338.txt","articles/t81/clean_1338.txt","Active Living","https://en.wikipedia.org/wiki/Active_Living"
"81","articles/t81/raw_1213.txt","articles/t81/clean_1213.txt","Epidemiology of childhood obesity","https://en.wikipedia.org/wiki/Epidemiology_of_childhood_obesity"
"81","articles/t81/raw_1229.txt","articles/t81/clean_1229.txt","Sparta","https://en.wikipedia.org/wiki/Sparta"
"81","articles/t81/raw_1225.txt","articles/t81/clean_1225.txt","Physical fitness","https://en.wikipedia.org/wiki/Physical_fitness"
"81","articles/t81/raw_83.txt","articles/t81/clean_83.txt","Childhood obesity","https://en.wikipedia.org/wiki/Childhood_obesity"
"81","articles/t81/raw_1209.txt","articles/t81/clean_1209.txt","Body image","https://en.wikipedia.org/wiki/Body_image"
"81","articles/t81/raw_1228.txt","articles/t81/clean_1228.txt","Self care","https://en.wikipedia.org/wiki/Self_care"
"81","articles/t81/raw_1206.txt","articles/t81/clean_1206.txt","Anarchistic free school","https://en.wikipedia.org/wiki/Anarchistic_free_school"
"81","articles/t81/raw_1203.txt","articles/t81/clean_1203.txt","Adapted physical education","https://en.wikipedia.org/wiki/Adapted_physical_education"
"81","articles/t81/raw_1223.txt","articles/t81/clean_1223.txt","Obesity","https://en.wikipedia.org/wiki/Obesity"
"81","articles/t81/raw_1205.txt","articles/t81/clean_1205.txt","American Alliance for Health, Physical Education, Recreation and Dance","https://en.wikipedia.org/wiki/American_Alliance_for_Health,_Physical_Education,_Recreation_and_Dance"
"81","articles/t81/raw_1204.txt","articles/t81/clean_1204.txt","Amateur sports","https://en.wikipedia.org/wiki/Amateur_sports"
"81","articles/t81/raw_1217.txt","articles/t81/clean_1217.txt","Health","https://en.wikipedia.org/wiki/Health"
"81","articles/t81/raw_1212.txt","articles/t81/clean_1212.txt","Education","https://en.wikipedia.org/wiki/Education"
"101","articles/t101/raw_1350.txt","articles/t101/clean_1350.txt","Achievement gap in the United States","https://en.wikipedia.org/wiki/Achievement_gap_in_the_United_States"
"101","articles/t101/raw_1359.txt","articles/t101/clean_1359.txt","Canadian Charter of Rights and Freedoms","https://en.wikipedia.org/wiki/Canadian_Charter_of_Rights_and_Freedoms"
"101","articles/t101/raw_1351.txt","articles/t101/clean_1351.txt","Employment equity (Canada)","https://en.wikipedia.org/wiki/Employment_equity_(Canada)"
"101","articles/t101/raw_1355.txt","articles/t101/clean_1355.txt","Affirmative Action Around the World","https://en.wikipedia.org/wiki/Affirmative_Action_Around_the_World"
"101","articles/t101/raw_1401.txt","articles/t101/clean_1401.txt","Convention on the Elimination of All Forms of Discrimination Against Women","https://en.wikipedia.org/wiki/Convention_on_the_Elimination_of_All_Forms_of_Discrimination_Against_Women"
"101","articles/t101/raw_1336.txt","articles/t101/clean_1336.txt","Convention on the Elimination of All Forms of Racial Discrimination","https://en.wikipedia.org/wiki/Convention_on_the_Elimination_of_All_Forms_of_Racial_Discrimination"
"101","articles/t101/raw_1374.txt","articles/t101/clean_1374.txt","Women's rights","https://en.wikipedia.org/wiki/Women's_rights"
"101","articles/t101/raw_1357.txt","articles/t101/clean_1357.txt","Black Economic Empowerment","https://en.wikipedia.org/wiki/Black_Economic_Empowerment"
"101","articles/t101/raw_1333.txt","articles/t101/clean_1333.txt","Reverse discrimination","https://en.wikipedia.org/wiki/Reverse_discrimination"
"101","articles/t101/raw_1353.txt","articles/t101/clean_1353.txt","White privilege","https://en.wikipedia.org/wiki/White_privilege"
"101","articles/t101/raw_1345.txt","articles/t101/clean_1345.txt","Civil Rights Act of 1964","https://en.wikipedia.org/wiki/Civil_Rights_Act_of_1964"
"101","articles/t101/raw_1365.txt","articles/t101/clean_1365.txt","Executive Order 11246","https://en.wikipedia.org/wiki/Executive_Order_11246"
"101","articles/t101/raw_1356.txt","articles/t101/clean_1356.txt","All-women shortlists","https://en.wikipedia.org/wiki/All-women_shortlists"
"101","articles/t101/raw_1261.txt","articles/t101/clean_1261.txt","Meritocracy","https://en.wikipedia.org/wiki/Meritocracy"
"101","articles/t101/raw_1373.txt","articles/t101/clean_1373.txt","Symbolic racism","https://en.wikipedia.org/wiki/Symbolic_racism"
"101","articles/t101/raw_1402.txt","articles/t101/clean_1402.txt","Racism in the United States","https://en.wikipedia.org/wiki/Racism_in_the_United_States"
"101","articles/t101/raw_1367.txt","articles/t101/clean_1367.txt","Minority rights","https://en.wikipedia.org/wiki/Minority_rights"
"101","articles/t101/raw_1337.txt","articles/t101/clean_1337.txt","Racism","https://en.wikipedia.org/wiki/Racism"
"101","articles/t101/raw_1366.txt","articles/t101/clean_1366.txt","Executive Order 11375","https://en.wikipedia.org/wiki/Executive_Order_11375"
"101","articles/t101/raw_1334.txt","articles/t101/clean_1334.txt","Second-class citizen","https://en.wikipedia.org/wiki/Second-class_citizen"
"101","articles/t101/raw_1400.txt","articles/t101/clean_1400.txt","Color blindness (race)","https://en.wikipedia.org/wiki/Color_blindness_(race)"
"101","articles/t101/raw_1348.txt","articles/t101/clean_1348.txt","Equality before the law","https://en.wikipedia.org/wiki/Equality_before_the_law"
"101","articles/t101/raw_1263.txt","articles/t101/clean_1263.txt","Equal opportunity","https://en.wikipedia.org/wiki/Equal_opportunity"
"101","articles/t101/raw_1354.txt","articles/t101/clean_1354.txt","Minority group","https://en.wikipedia.org/wiki/Minority_group"
"101","articles/t101/raw_1335.txt","articles/t101/clean_1335.txt","Affirmative action bake sale","https://en.wikipedia.org/wiki/Affirmative_action_bake_sale"
"101","articles/t101/raw_1349.txt","articles/t101/clean_1349.txt","Institutionalized discrimination","https://en.wikipedia.org/wiki/Institutionalized_discrimination"
"101","articles/t101/raw_1371.txt","articles/t101/clean_1371.txt","Reservation in India","https://en.wikipedia.org/wiki/Reservation_in_India"
"101","articles/t101/raw_101.txt","articles/t101/clean_101.txt","Affirmative action","https://en.wikipedia.org/wiki/Affirmative_action"
"101","articles/t101/raw_1368.txt","articles/t101/clean_1368.txt","Racial quota","https://en.wikipedia.org/wiki/Racial_quota"
"101","articles/t101/raw_1372.txt","articles/t101/clean_1372.txt","Reverse racism","https://en.wikipedia.org/wiki/Reverse_racism"
"101","articles/t101/raw_1352.txt","articles/t101/clean_1352.txt","Affirmative action in the United States","https://en.wikipedia.org/wiki/Affirmative_action_in_the_United_States"
"101","articles/t101/raw_1346.txt","articles/t101/clean_1346.txt","Employment discrimination law in the United States","https://en.wikipedia.org/wiki/Employment_discrimination_law_in_the_United_States"
"101","articles/t101/raw_1347.txt","articles/t101/clean_1347.txt","United Kingdom employment equality law","https://en.wikipedia.org/wiki/United_Kingdom_employment_equality_law"
"101","articles/t101/raw_1360.txt","articles/t101/clean_1360.txt","Economic discrimination","https://en.wikipedia.org/wiki/Economic_discrimination"
"101","articles/t101/raw_1364.txt","articles/t101/clean_1364.txt","Executive Order 10925","https://en.wikipedia.org/wiki/Executive_Order_10925"
"101","articles/t101/raw_1358.txt","articles/t101/clean_1358.txt","Burakumin","https://en.wikipedia.org/wiki/Burakumin"
"101","articles/t101/raw_1262.txt","articles/t101/clean_1262.txt","Discrimination","https://en.wikipedia.org/wiki/Discrimination"
"121","articles/t121/raw_1399.txt","articles/t121/clean_1399.txt","Traumatic brain injury","https://en.wikipedia.org/wiki/Traumatic_brain_injury"
"121","articles/t121/raw_1393.txt","articles/t121/clean_1393.txt","Dementia pugilistica","https://en.wikipedia.org/wiki/Dementia_pugilistica"
"121","articles/t121/raw_1383.txt","articles/t121/clean_1383.txt","Boxing News","https://en.wikipedia.org/wiki/Boxing_News"
"121","articles/t121/raw_1385.txt","articles/t121/clean_1385.txt","Boxing training","https://en.wikipedia.org/wiki/Boxing_training"
"121","articles/t121/raw_1386.txt","articles/t121/clean_1386.txt","Combat sport","https://en.wikipedia.org/wiki/Combat_sport"
"121","articles/t121/raw_123.txt","articles/t121/clean_123.txt","Knockout","https://en.wikipedia.org/wiki/Knockout"
"121","articles/t121/raw_1380.txt","articles/t121/clean_1380.txt","Boxing in China","https://en.wikipedia.org/wiki/Boxing_in_China"
"121","articles/t121/raw_1387.txt","articles/t121/clean_1387.txt","Complications of traumatic brain injury","https://en.wikipedia.org/wiki/Complications_of_traumatic_brain_injury"
"121","articles/t121/raw_1395.txt","articles/t121/clean_1395.txt","London Prize Ring Rules","https://en.wikipedia.org/wiki/London_Prize_Ring_Rules"
"121","articles/t121/raw_1377.txt","articles/t121/clean_1377.txt","Boxing at the 2012 Summer Olympics","https://en.wikipedia.org/wiki/Boxing_at_the_2012_Summer_Olympics"
"121","articles/t121/raw_1391.txt","articles/t121/clean_1391.txt","Contact sport","https://en.wikipedia.org/wiki/Contact_sport"
"121","articles/t121/raw_1396.txt","articles/t121/clean_1396.txt","Marquess of Queensberry Rules","https://en.wikipedia.org/wiki/Marquess_of_Queensberry_Rules"
"121","articles/t121/raw_1376.txt","articles/t121/clean_1376.txt","Bare-knuckle boxing","https://en.wikipedia.org/wiki/Bare-knuckle_boxing"
"121","articles/t121/raw_1378.txt","articles/t121/clean_1378.txt","Boxing glove","https://en.wikipedia.org/wiki/Boxing_glove"
"121","articles/t121/raw_1388.txt","articles/t121/clean_1388.txt","Concussion","https://en.wikipedia.org/wiki/Concussion"
"121","articles/t121/raw_141.txt","articles/t121/clean_141.txt","Boxing","https://en.wikipedia.org/wiki/Boxing"
"121","articles/t121/raw_1398.txt","articles/t121/clean_1398.txt","Professional boxing","https://en.wikipedia.org/wiki/Professional_boxing"
"121","articles/t121/raw_124.txt","articles/t121/clean_124.txt","Amateur boxing","https://en.wikipedia.org/wiki/Amateur_boxing"
"121","articles/t121/raw_1392.txt","articles/t121/clean_1392.txt","Cutman","https://en.wikipedia.org/wiki/Cutman"
"121","articles/t121/raw_1394.txt","articles/t121/clean_1394.txt","Headgear (martial arts)","https://en.wikipedia.org/wiki/Headgear_(martial_arts)"
"121","articles/t121/raw_1397.txt","articles/t121/clean_1397.txt","Muhammad Ali","https://en.wikipedia.org/wiki/Muhammad_Ali"
"121","articles/t121/raw_1384.txt","articles/t121/clean_1384.txt","Boxing styles and technique","https://en.wikipedia.org/wiki/Boxing_styles_and_technique"
"121","articles/t121/raw_1375.txt","articles/t121/clean_1375.txt","Ancient Greek boxing","https://en.wikipedia.org/wiki/Ancient_Greek_boxing"
"121","articles/t121/raw_122.txt","articles/t121/clean_122.txt","The distance (boxing)","https://en.wikipedia.org/wiki/The_distance_(boxing)"
"181","articles/t181/raw_2047.txt","articles/t181/clean_2047.txt","The Holocaust","https://en.wikipedia.org/wiki/The_Holocaust"
"181","articles/t181/raw_2057.txt","articles/t181/clean_2057.txt","Global Centre for Pluralism","https://en.wikipedia.org/wiki/Global_Centre_for_Pluralism"
"181","articles/t181/raw_2066.txt","articles/t181/clean_2066.txt","All for Australia","https://en.wikipedia.org/wiki/All_for_Australia"
"181","articles/t181/raw_2060.txt","articles/t181/clean_2060.txt","Multinational state","https://en.wikipedia.org/wiki/Multinational_state"
"181","articles/t181/raw_2041.txt","articles/t181/clean_2041.txt","Salad bowl (cultural idea)","https://en.wikipedia.org/wiki/Salad_bowl_(cultural_idea)"
"181","articles/t181/raw_2034.txt","articles/t181/clean_2034.txt","Declaration on the Rights of Indigenous Peoples","https://en.wikipedia.org/wiki/Declaration_on_the_Rights_of_Indigenous_Peoples"
"181","articles/t181/raw_2052.txt","articles/t181/clean_2052.txt","Hate crime","https://en.wikipedia.org/wiki/Hate_crime"
"181","articles/t181/raw_2042.txt","articles/t181/clean_2042.txt","Cultural mosaic","https://en.wikipedia.org/wiki/Cultural_mosaic"
"181","articles/t181/raw_2049.txt","articles/t181/clean_2049.txt","Individualism","https://en.wikipedia.org/wiki/Individualism"
"181","articles/t181/raw_2037.txt","articles/t181/clean_2037.txt","Multicultural education","https://en.wikipedia.org/wiki/Multicultural_education"
"181","articles/t181/raw_2072.txt","articles/t181/clean_2072.txt","Sinicization","https://en.wikipedia.org/wiki/Sinicization"
"181","articles/t181/raw_206.txt","articles/t181/clean_206.txt","Cultural diversity","https://en.wikipedia.org/wiki/Cultural_diversity"
"181","articles/t181/raw_2055.txt","articles/t181/clean_2055.txt","Interminority racism","https://en.wikipedia.org/wiki/Interminority_racism"
"181","articles/t181/raw_2062.txt","articles/t181/clean_2062.txt","Transculturation","https://en.wikipedia.org/wiki/Transculturation"
"181","articles/t181/raw_207.txt","articles/t181/clean_207.txt","Melting pot","https://en.wikipedia.org/wiki/Melting_pot"
"181","articles/t181/raw_2033.txt","articles/t181/clean_2033.txt","Cultural appropriation","https://en.wikipedia.org/wiki/Cultural_appropriation"
"181","articles/t181/raw_2056.txt","articles/t181/clean_2056.txt","Multiculturalism without Culture","https://en.wikipedia.org/wiki/Multiculturalism_without_Culture"
"181","articles/t181/raw_2063.txt","articles/t181/clean_2063.txt","Nativism (politics)","https://en.wikipedia.org/wiki/Nativism_(politics)"
"181","articles/t181/raw_2040.txt","articles/t181/clean_2040.txt","Nationalism","https://en.wikipedia.org/wiki/Nationalism"
"181","articles/t181/raw_2045.txt","articles/t181/clean_2045.txt","Cross-cultural communication","https://en.wikipedia.org/wiki/Cross-cultural_communication"
"181","articles/t181/raw_205.txt","articles/t181/clean_205.txt","Criticism of multiculturalism","https://en.wikipedia.org/wiki/Criticism_of_multiculturalism"
"181","articles/t181/raw_202.txt","articles/t181/clean_202.txt","Multiculturalism in Canada","https://en.wikipedia.org/wiki/Multiculturalism_in_Canada"
"181","articles/t181/raw_204.txt","articles/t181/clean_204.txt","Multiculturalism in Australia","https://en.wikipedia.org/wiki/Multiculturalism_in_Australia"
"181","articles/t181/raw_203.txt","articles/t181/clean_203.txt","Multiculturalism in the Netherlands","https://en.wikipedia.org/wiki/Multiculturalism_in_the_Netherlands"
"181","articles/t181/raw_2067.txt","articles/t181/clean_2067.txt","Multiculturalism and Islam","https://en.wikipedia.org/wiki/Multiculturalism_and_Islam"
"181","articles/t181/raw_2032.txt","articles/t181/clean_2032.txt","Polyethnicity","https://en.wikipedia.org/wiki/Polyethnicity"
"181","articles/t181/raw_2061.txt","articles/t181/clean_2061.txt","Acculturation","https://en.wikipedia.org/wiki/Acculturation"
"181","articles/t181/raw_2073.txt","articles/t181/clean_2073.txt","Universal Declaration on Cultural Diversity","https://en.wikipedia.org/wiki/Universal_Declaration_on_Cultural_Diversity"
